timestamp,Well ID,Discharge Pressure (psi),Motor Speed (rpm),Motor Power (hp),Flow (gpm),Pump Efficiency (%),Suction Pressure (psi),flow_deviation_pct,head_deviation_pct,power_deviation_pct,efficiency_deviation_pct,status
2025-07-15 23:25:06,Pump 47366,0.0,510.0,4.893688987313049,95.25389976767345,85.0,25.0,-81.07484338938345,-100.0,-81.07484338938346,0.0,Normal
2025-07-15 23:25:23,Pump 47366,0.0,1800.0,26.864135886800376,522.9007633587787,85.0,25.0,3.890537421694685,-100.0,3.890537421694682,0.0,Normal
2025-07-15 23:35:31,Pump 47366,0.0,1800.0,26.054204782628357,507.13574510454697,85.0,25.0,0.7583250906692841,-100.0,0.758325090669299,0.0,Normal
2025-07-15 23:45:41,Pump 47366,0.0,1800.0,25.99452564863673,505.9741121805509,85.0,25.0,0.5275304978568747,-100.0,0.5275304978568892,0.0,Normal
2025-07-15 23:55:47,Pump 47366,0.0,1800.0,25.96042328635581,505.3103219382675,85.0,25.0,0.39564787339266166,-100.0,0.39564787339268065,0.0,Normal
2025-07-16 00:05:53,Pump 47366,0.0,1800.0,25.99452564863673,505.9741121805509,85.0,25.0,0.5275304978568747,-100.0,0.5275304978568892,0.0,Normal
2025-07-16 00:16:08,Pump 47366,0.0,1800.0,25.99452564863673,505.9741121805509,85.0,25.0,0.5275304978568747,-100.0,0.5275304978568892,0.0,Normal
2025-07-16 00:26:17,Pump 47366,0.0,1800.0,25.88369297122372,503.81679389312984,85.0,25.0,0.09891196834816258,-100.0,0.09891196834815986,0.0,Normal
2025-07-16 00:36:25,Pump 47366,0.0,1800.0,25.892218561793953,503.9827414537007,85.0,25.0,0.1318826244642243,-100.0,0.1318826244642223,0.0,Normal
2025-07-16 00:46:30,Pump 47366,0.0,1800.0,25.8495906089428,503.1530036508464,85.0,25.0,-0.032970656116061724,-100.0,-0.032970656116034974,0.0,Normal
2025-07-16 00:56:39,Pump 47366,0.0,1800.0,25.88369297122372,503.81679389312984,85.0,25.0,0.09891196834816258,-100.0,0.09891196834815986,0.0,Normal
2025-07-16 01:06:45,Pump 47366,0.0,1800.0,25.798437065521405,502.1573182874213,85.0,25.0,-0.23079459281239817,-100.0,-0.23079459281239592,0.0,Normal
2025-07-16 01:16:50,Pump 47366,0.0,1800.0,25.88369297122372,503.81679389312984,85.0,25.0,0.09891196834816258,-100.0,0.09891196834815986,0.0,Normal
2025-07-16 01:26:57,Pump 47366,0.0,1800.0,25.858116199513027,503.3189512114173,85.0,25.0,0.0,-100.0,0.0,0.0,Normal
2025-07-16 01:37:06,Pump 47366,0.0,1800.0,25.824013837232098,502.65516096913376,85.0,25.0,-0.1318826244642469,-100.0,-0.13188262446423604,0.0,Normal
2025-07-16 01:47:15,Pump 47366,0.0,1800.0,25.81548824666187,502.4892134085629,85.0,25.0,-0.16485328058030863,-100.0,-0.16485328058027102,0.0,Normal
2025-07-16 01:57:23,Pump 47366,0.0,1800.0,25.88369297122372,503.81679389312984,85.0,25.0,0.09891196834816258,-100.0,0.09891196834815986,0.0,Normal
2025-07-16 02:07:27,Pump 47366,0.0,1800.0,25.8495906089428,503.1530036508464,85.0,25.0,-0.032970656116061724,-100.0,-0.032970656116034974,0.0,Normal
2025-07-16 02:17:34,Pump 47366,0.0,1800.0,25.704655569248853,500.3318951211417,85.0,25.0,-0.5934718100890433,-100.0,-0.5934718100890279,0.0,Normal
2025-07-16 02:27:43,Pump 47366,0.0,1800.0,25.81548824666187,502.4892134085629,85.0,25.0,-0.16485328058030863,-100.0,-0.16485328058027102,0.0,Normal
2025-07-16 02:37:48,Pump 47366,0.0,1800.0,25.75580911267025,501.32758048456697,85.0,25.0,-0.39564787339268426,-100.0,-0.395647873392667,0.0,Normal
2025-07-16 02:47:56,Pump 47366,0.0,1800.0,25.764334703240475,501.4935280451377,85.0,25.0,-0.3626772172766564,-100.0,-0.362677217276632,0.0,Normal
2025-07-16 02:57:58,Pump 47366,0.0,1800.0,25.841065018372564,502.9870560902755,85.0,25.0,-0.06594131223213474,-100.0,-0.06594131223211115,0.0,Normal
2025-07-16 03:08:08,Pump 47366,0.0,1800.0,25.858116199513027,503.3189512114173,85.0,25.0,0.0,-100.0,0.0,0.0,Normal
2025-07-16 03:18:16,Pump 47366,0.0,1800.0,25.75580911267025,501.32758048456697,85.0,25.0,-0.39564787339268426,-100.0,-0.395647873392667,0.0,Normal
2025-07-16 03:28:20,Pump 47366,0.0,1800.0,25.696129978678623,500.1659475605709,85.0,25.0,-0.6264424662050937,-100.0,-0.6264424662050766,0.0,Normal
2025-07-16 03:38:23,Pump 47366,0.0,1800.0,25.7728602938107,501.6594756057087,85.0,25.0,-0.32970656116057206,-100.0,-0.329706561160597,0.0,Normal
2025-07-16 03:45:22,Pump 47366,0.0,1800.0,25.806962656091635,502.3232658479921,85.0,25.0,-0.19782393669634776,-100.0,-0.19782393669634724,0.0,Normal
2025-07-16 03:45:31,Pump 47366,0.0,270.0,3.61485040177828,70.36176568204448,85.0,25.0,-86.02044180679196,-100.0,-86.02044180679196,0.0,Normal
2025-07-16 10:32:46,Pump 47366,0.0,540.0,4.978944893015367,96.913375373382,85.0,25.0,-80.74513682822288,-100.0,-80.74513682822288,0.0,Normal
2025-07-16 10:33:02,Pump 47366,0.0,1800.0,26.80445675280875,521.7391304347826,85.0,25.0,3.6597428288822758,-100.0,3.659742828882272,0.0,Normal
