timestamp,Well ID,Discharge Pressure (psi),Motor Speed (rpm),Motor Power (hp),Flow (gpm),Pump Efficiency (%),Suction Pressure (psi)
2025-07-15 23:25:06,Pump 47366,0.0,510.0,4.893688987313049,95.25389976767343,85.0,25.0
2025-07-15 23:25:23,Pump 47366,0.0,1800.0,26.864135886800376,522.9007633587787,85.0,25.0
2025-07-15 23:35:31,Pump 47366,0.0,1800.0,26.054204782628357,507.13574510454697,85.0,25.0
2025-07-15 23:45:41,Pump 47366,0.0,1800.0,25.99452564863673,505.9741121805509,85.0,25.0
2025-07-15 23:55:47,Pump 47366,0.0,1800.0,25.96042328635581,505.3103219382675,85.0,25.0
2025-07-16 00:05:53,Pump 47366,0.0,1800.0,25.99452564863673,505.9741121805509,85.0,25.0
2025-07-16 00:16:08,Pump 47366,0.0,1800.0,25.99452564863673,505.9741121805509,85.0,25.0
2025-07-16 00:26:17,Pump 47366,0.0,1800.0,25.88369297122372,503.81679389312984,85.0,25.0
2025-07-16 00:36:25,Pump 47366,0.0,1800.0,25.892218561793953,503.9827414537007,85.0,25.0
2025-07-16 00:46:30,Pump 47366,0.0,1800.0,25.849590608942798,503.15300365084636,85.0,25.0
2025-07-16 00:56:39,Pump 47366,0.0,1800.0,25.88369297122372,503.81679389312984,85.0,25.0
2025-07-16 01:06:45,Pump 47366,0.0,1800.0,25.798437065521405,502.1573182874213,85.0,25.0
2025-07-16 01:16:50,Pump 47366,0.0,1800.0,25.88369297122372,503.81679389312984,85.0,25.0
2025-07-16 01:26:57,Pump 47366,0.0,1800.0,25.858116199513027,503.31895121141724,85.0,25.0
2025-07-16 01:37:06,Pump 47366,0.0,1800.0,25.824013837232094,502.65516096913376,85.0,25.0
2025-07-16 01:47:15,Pump 47366,0.0,1800.0,25.81548824666187,502.4892134085629,85.0,25.0
2025-07-16 01:57:23,Pump 47366,0.0,1800.0,25.88369297122372,503.81679389312984,85.0,25.0
2025-07-16 02:07:27,Pump 47366,0.0,1800.0,25.849590608942798,503.15300365084636,85.0,25.0
2025-07-16 02:17:34,Pump 47366,0.0,1800.0,25.704655569248853,500.3318951211417,85.0,25.0
2025-07-16 02:27:43,Pump 47366,0.0,1800.0,25.81548824666187,502.4892134085629,85.0,25.0
2025-07-16 02:37:48,Pump 47366,0.0,1800.0,25.75580911267025,501.32758048456697,85.0,25.0
2025-07-16 02:47:56,Pump 47366,0.0,1800.0,25.764334703240475,501.4935280451377,85.0,25.0
2025-07-16 02:57:58,Pump 47366,0.0,1800.0,25.841065018372564,502.9870560902755,85.0,25.0
2025-07-16 03:08:08,Pump 47366,0.0,1800.0,25.858116199513027,503.31895121141724,85.0,25.0
2025-07-16 03:18:16,Pump 47366,0.0,1800.0,25.75580911267025,501.32758048456697,85.0,25.0
2025-07-16 03:28:20,Pump 47366,0.0,1800.0,25.696129978678623,500.1659475605709,85.0,25.0
2025-07-16 03:38:23,Pump 47366,0.0,1800.0,25.7728602938107,501.6594756057087,85.0,25.0
2025-07-16 03:45:22,Pump 47366,0.0,1800.0,25.806962656091635,502.32326584799205,85.0,25.0
2025-07-16 03:45:31,Pump 47366,0.0,270.0,3.6148504017782797,70.36176568204448,85.0,25.0
2025-07-16 10:32:46,Pump 47366,0.0,540.0,4.978944893015367,96.91337537338201,85.0,25.0
2025-07-16 10:33:02,Pump 47366,0.0,1800.0,26.804456752808754,521.7391304347826,85.0,25.0
2025-07-16 10:43:10,Pump 47366,0.0,1800.0,26.275870137454387,511.4503816793894,85.0,25.0
2025-07-16 10:53:17,Pump 47366,0.0,1800.0,25.99452564863673,505.9741121805509,85.0,25.0
2025-07-16 11:03:26,Pump 47366,0.0,1800.0,25.926320924074876,504.64653169598404,85.0,25.0
2025-07-16 11:13:30,Pump 47366,0.0,1800.0,25.96042328635581,505.3103219382675,85.0,25.0
2025-07-16 11:23:34,Pump 47366,0.0,1800.0,26.028628010917664,506.6379024228345,85.0,25.0
2025-07-16 11:33:38,Pump 47366,0.0,1800.0,25.858116199513027,503.31895121141724,85.0,25.0
2025-07-16 11:43:43,Pump 47366,0.0,1800.0,25.9860000580665,505.8081646199801,85.0,25.0
2025-07-16 11:53:46,Pump 47366,0.0,1800.0,25.892218561793953,503.9827414537007,85.0,25.0
